customer_id,Frequency,Monetary,F_Score,M_Score,RFM_Score
13122.0,55,922.39,3,3,33
13123.0,45,506.75,2,2,22
13124.0,298,4782.45,4,4,44
13125.0,21,158.57,1,1,11
13126.0,260,3902.47,4,4,44
13127.0,15,259.17,1,1,11
13128.0,1,263.5,1,1,11
13129.0,11,233.25,1,1,11
13130.0,2,64.0,1,1,11
13131.0,151,3279.77,4,4,44
13132.0,3,77.3,1,1,11
13133.0,12,200.45,1,1,11
13134.0,128,2422.28,3,4,34
13135.0,18,3371.45,1,4,14
13136.0,345,6077.8,4,4,44
13137.0,1442,7667.37,4,4,44
13138.0,100,1454.49,3,3,33
13139.0,269,8193.83,4,4,44
13140.0,122,1215.68,3,3,33
13141.0,431,7536.63,4,4,44
13142.0,23,307.09000000000003,2,1,21
13143.0,24,399.2,2,2,22
13144.0,6,135.35,1,1,11
13145.0,11,1419.77,1,3,13
13146.0,17,228.91,1,1,11
13147.0,4,712.8,1,2,12
13148.0,841,8123.6,4,4,44
13149.0,86,1676.06,3,3,33
13150.0,9,435.02,1,2,12
13151.0,182,2511.69,4,4,44
13152.0,138,2114.98,3,3,33
13153.0,15,486.22,1,2,12
13154.0,97,997.43,3,3,33
13155.0,164,1750.18,4,3,43
13156.0,104,1586.54,3,3,33
13157.0,253,5667.71,4,4,44
13158.0,100,1508.18,3,3,33
13159.0,122,1379.75,3,3,33
13160.0,4,91.8,1,1,11
13161.0,34,478.88,2,2,22
13162.0,243,9116.94,4,4,44
13163.0,4,0.0,1,1,11
13164.0,12,297.46000000000004,1,1,11
13165.0,49,1451.1599999999999,2,3,23
13166.0,70,881.68,3,3,33
13167.0,81,1125.15,3,3,33
13168.0,182,1866.26,4,3,43
13169.0,18,840.08,1,2,12
13170.0,32,116.00999999999999,2,1,21
13171.0,48,426.81,2,2,22
13172.0,1,69.6,1,1,11
13173.0,252,2620.5,4,4,44
13174.0,1132,9494.84,4,4,44
13175.0,51,793.1,2,2,22
13176.0,72,492.84,3,2,32
13177.0,30,512.2,2,2,22
13178.0,696,13997.89,4,4,44
13179.0,34,572.3100000000001,2,2,22
13180.0,4,86.10000000000001,1,1,11
13181.0,19,359.69,1,2,12
13182.0,11,121.18,1,1,11
13183.0,161,7010.88,4,4,44
13184.0,183,1648.79,4,3,43
13185.0,1,71.4,1,1,11
13186.0,84,1539.69,3,3,33
13187.0,65,348.31,3,2,32
13188.0,2,114.6,1,1,11
13189.0,29,260.68,2,1,21
13190.0,18,518.76,1,2,12
13191.0,59,164.69,3,1,31
13192.0,165,2544.53,4,4,44
13193.0,29,117.88,2,1,21
13194.0,10,472.78,1,2,12
13195.0,52,172.38,2,1,21
13196.0,190,3059.64,4,4,44
13197.0,19,373.01000000000005,1,2,12
13198.0,322,4912.28,4,4,44
13199.0,209,16404.98,4,4,44
13200.0,46,870.09,2,3,23
13201.0,88,1240.61,3,3,33
13202.0,70,1571.3500000000001,3,3,33
13203.0,170,2630.55,4,4,44
13204.0,57,966.6600000000001,3,3,33
13205.0,1,2803.2,1,4,14
13206.0,584,8280.13,4,4,44
13207.0,13,535.86,1,2,12
13208.0,255,1970.5,4,3,43
13209.0,374,8438.06,4,4,44
13210.0,22,353.48,2,2,22
13211.0,209,2706.87,4,4,44
13212.0,143,780.58,3,2,32
13213.0,209,3834.62,4,4,44
13214.0,229,3264.23,4,4,44
13215.0,1,81.6,1,1,11
13216.0,5,333.74,1,2,12
13217.0,8,266.12,1,1,11
13218.0,5,62.64,1,1,11
13219.0,11,76.23,1,1,11
13220.0,53,1336.0900000000001,2,3,23
13221.0,66,847.41,3,3,33
13222.0,1,88.5,1,1,11
13223.0,13,969.12,1,3,13
13224.0,109,2150.85,3,3,33
13225.0,127,15879.27,3,4,34
13226.0,28,312.46,2,1,21
13227.0,9,257.7,1,1,11
13228.0,2,358.0,1,2,12
13229.0,10,160.95,1,1,11
13230.0,1340,6317.22,4,4,44
13231.0,1,-355.2,1,1,11
13232.0,207,1357.6,4,3,43
13233.0,76,1176.46,3,3,33
13234.0,63,356.95,3,2,32
13235.0,59,101.17000000000007,3,1,31
13236.0,39,727.27,2,2,22
13237.0,24,643.0,2,2,22
13238.0,48,986.73,2,3,23
13239.0,95,1579.84,3,3,33
13240.0,232,1661.17,4,3,43
13241.0,42,115.58,2,1,21
13242.0,35,699.4,2,2,22
13243.0,220,1278.04,4,3,43
13244.0,27,121.74000000000001,2,1,21
13245.0,45,989.22,2,3,23
13246.0,385,3277.68,4,4,44
13247.0,25,501.12,2,2,22
13248.0,26,465.68,2,2,22
13249.0,35,1608.9299999999998,2,3,23
13250.0,21,248.54,1,1,11
13251.0,25,252.68,2,1,21
13252.0,22,341.3,2,2,22
13253.0,75,2951.11,3,4,34
13254.0,4,51.41,1,1,11
13255.0,33,895.61,2,3,23
13256.0,1,0.0,1,1,11
13257.0,9,117.95,1,1,11
13258.0,46,1035.18,2,3,23
13259.0,324,1433.38,4,3,43
13260.0,8,557.62,1,2,12
13261.0,9,944.1,1,3,13
13262.0,50,573.45,2,2,22
13263.0,1920,8704.69,4,4,44
13264.0,38,722.5600000000001,2,2,22
13265.0,91,2107.66,3,3,33
13266.0,327,5965.3,4,4,44
13267.0,453,9512.210000000001,4,4,44
13268.0,447,3167.64,4,4,44
13269.0,503,8861.39,4,4,44
13270.0,2,1180.0,1,3,13
13271.0,101,178.26,3,1,31
13272.0,15,276.56,1,1,11
13273.0,16,138.98,1,1,11
13274.0,19,360.85,1,2,12
13275.0,50,241.66,2,1,21
13276.0,251,1918.56,4,3,43
13277.0,23,523.3,2,2,22
13278.0,109,1428.2,3,3,33
13279.0,11,126.30000000000001,1,1,11
13280.0,211,2297.13,4,4,44
13281.0,26,306.45,2,1,21
13282.0,54,1228.89,3,3,33
13283.0,20,373.36,1,2,12
13284.0,14,196.15,1,1,11
13285.0,231,3364.59,4,4,44
13286.0,49,734.91,2,2,22
13287.0,74,519.67,3,2,32
13288.0,12,892.16,1,3,13
13289.0,16,307.95,1,1,11
13290.0,3,-208.63,1,1,11
13291.0,328,3320.84,4,4,44
13292.0,60,987.79,3,3,33
13293.0,73,1180.34,3,3,33
13294.0,102,1689.53,3,3,33
13295.0,76,1058.02,3,3,33
13296.0,53,792.51,2,2,22
13297.0,124,4352.67,3,4,34
13298.0,2,360.0,1,2,12
13299.0,66,1173.3,3,3,33
13300.0,58,1267.21,3,3,33
13301.0,81,618.09,3,2,32
13302.0,3,159.2,1,1,11
13303.0,4,61.72,1,1,11
13304.0,87,1120.79,3,3,33
13305.0,206,3754.71,4,4,44
13306.0,4,53.65,1,1,11
13307.0,15,273.34,1,1,11
13308.0,74,1652.47,3,3,33
13309.0,130,1706.3700000000001,3,3,33
13310.0,100,1492.8,3,3,33
13311.0,26,598.57,2,2,22
13312.0,5,124.75,1,1,11
13313.0,191,3423.27,4,4,44
13314.0,75,578.66,3,2,32
13315.0,22,310.26000000000005,2,1,21
13316.0,177,12906.93,4,4,44
13317.0,381,6068.531,4,4,44
13318.0,20,640.76,1,2,12
13319.0,998,21706.09,4,4,44
13320.0,155,2160.95,4,3,43
13321.0,11,567.36,1,2,12
13322.0,25,199.48000000000002,2,1,21
13323.0,21,787.85,1,2,12
13324.0,139,10421.37,3,4,34
13325.0,12,675.3,1,2,12
13326.0,13,281.76,1,1,11
13327.0,346,9741.03,4,4,44
13328.0,17,1308.48,1,3,13
13329.0,132,4977.0199999999995,3,4,34
13330.0,118,2806.18,3,4,34
13331.0,12,262.4,1,1,11
13332.0,21,350.90000000000003,1,2,12
13333.0,55,1015.74,3,3,33
13334.0,481,6257.0,4,4,44
13335.0,1,-955.06,1,1,11
13336.0,51,795.12,2,2,22
13337.0,90,1548.55,3,3,33
13338.0,146,2223.62,4,4,44
13339.0,54,860.12,3,3,33
13340.0,215,22100.56,4,4,44
13341.0,42,775.85,2,2,22
13342.0,2,-14.100000000000001,1,1,11
13343.0,22,303.93,2,1,21
13344.0,119,2543.7200000000003,3,4,34
13345.0,22,377.6,2,2,22
13346.0,6,299.4,1,1,11
13347.0,8,341.36,1,2,12
13348.0,14,233.76000000000002,1,1,11
13349.0,16,247.32,1,1,11
13350.0,43,910.72,2,3,23
13351.0,16,373.94,1,2,12
13352.0,27,389.28000000000003,2,2,22
13353.0,3,-28.849999999999998,1,1,11
13354.0,51,743.53,2,2,22
13355.0,32,674.7,2,2,22
13356.0,42,768.24,2,2,22
13357.0,399,3838.36,4,4,44
13358.0,29,439.03000000000003,2,2,22
13359.0,61,1001.96,3,3,33
13360.0,73,1464.1,3,3,33
13361.0,34,1450.5,2,3,23
13362.0,304,5357.57,4,4,44
13363.0,102,1723.8600000000001,3,3,33
13364.0,20,0.0,1,1,11
13365.0,134,2164.32,3,3,33
13366.0,1,56.16,1,1,11
13367.0,20,510.2,1,2,12
13368.0,53,1086.1000000000001,2,3,23
13369.0,33,572.03,2,2,22
13370.0,88,1442.64,3,3,33
13371.0,95,2271.46,3,4,34
13372.0,23,378.64,2,2,22
13373.0,358,7587.1900000000005,4,4,44
13374.0,17,422.8,1,2,12
13375.0,72,1786.48,3,3,33
13376.0,53,1019.76,2,3,23
13377.0,81,1495.43,3,3,33
13378.0,1,-756.4,1,1,11
13379.0,97,572.56,3,2,32
13380.0,3,62.4,1,1,11
13381.0,361,8185.02,4,4,44
13382.0,86,1387.58,3,3,33
13383.0,1,305.28000000000003,1,1,11
13384.0,271,6635.09,4,4,44
13385.0,35,534.57,2,2,22
13386.0,31,835.46,2,2,22
13387.0,73,189.44,3,1,31
13388.0,70,1135.7,3,3,33
13389.0,51,797.96,2,2,22
13390.0,13,544.08,1,2,12
13391.0,1,59.8,1,1,11
13392.0,8,91.14,1,1,11
13393.0,73,1105.85,3,3,33
13394.0,423,6323.88,4,4,44
13395.0,81,1180.23,3,3,33
13396.0,47,1325.29,2,3,23
13397.0,93,3094.11,3,4,34
13398.0,39,670.34,2,2,22
13399.0,15,275.4,1,1,11
13400.0,24,300.93,2,1,21
13401.0,1,-1834.14,1,1,11
13402.0,96,1535.13,3,3,33
13403.0,9,229.5,1,1,11
13404.0,11,252.49,1,1,11
13405.0,46,1196.561,2,3,23
13406.0,10,557.22,1,2,12
13407.0,92,2111.89,3,3,33
13408.0,874,50852.852,4,4,44
13409.0,1,-525.65,1,1,11
13410.0,53,2172.51,2,3,23
13411.0,18,213.55,1,1,11
13412.0,34,487.35,2,2,22
13413.0,45,345.8,2,2,22
13414.0,57,2482.24,3,4,34
13415.0,116,681.92,3,2,32
13416.0,26,940.8000000000001,2,3,23
13417.0,82,1593.89,3,3,33
13418.0,575,11916.16,4,4,44
13419.0,16,221.06,1,1,11
13420.0,10,140.35,1,1,11
13421.0,275,4088.82,4,4,44
13422.0,128,2601.55,3,4,34
13423.0,12,217.03,1,1,11
13424.0,41,557.92,2,2,22
13425.0,181,3375.9300000000003,4,4,44
13426.0,345,8076.76,4,4,44
13427.0,52,1006.53,2,3,23
13428.0,144,499.98,3,2,32
13429.0,67,1006.8,3,3,33
13430.0,54,648.6899999999999,3,2,32
13431.0,130,3289.2400000000002,3,4,34
13432.0,111,439.1,3,2,32
13433.0,25,656.87,2,2,22
13434.0,35,1666.8600000000001,2,3,23
13435.0,154,4459.83,4,4,44
13436.0,12,196.89,1,1,11
13437.0,167,3408.06,4,4,44
13438.0,1,46.5,1,1,11
13439.0,167,986.61,4,3,43
13440.0,70,1213.95,3,3,33
13441.0,38,720.9,2,2,22
13442.0,38,419.87,2,2,22
13443.0,205,1247.71,4,3,43
13444.0,58,631.68,3,2,32
13445.0,7,241.89999999999998,1,1,11
13446.0,214,3608.86,4,4,44
13447.0,62,1104.23,3,3,33
13448.0,564,8447.75,4,4,44
13449.0,19,291.88,1,1,11
13450.0,148,4117.54,4,4,44
13451.0,1044,7119.97,4,4,44
13452.0,3,729.8,1,2,12
13453.0,42,758.99,2,2,22
13454.0,23,219.87,2,1,21
13455.0,164,2773.82,4,4,44
13456.0,65,1737.8200000000002,3,3,33
13457.0,11,143.27,1,1,11
13458.0,497,11850.62,4,4,44
13459.0,73,1160.41,3,3,33
13460.0,17,183.44,1,1,11
13461.0,66,4138.5,3,4,34
13462.0,72,1145.6000000000001,3,3,33
13463.0,1,-158.65,1,1,11
13464.0,152,3083.89,4,4,44
13465.0,34,931.12,2,3,23
13466.0,59,952.25,3,3,33
13467.0,99,1083.71,3,3,33
13468.0,750,13091.61,4,4,44
13469.0,6,82.4,1,1,11
13470.0,10,165.0,1,1,11
13471.0,260,2531.58,4,4,44
13472.0,28,592.24,2,2,22
13473.0,72,2410.98,3,4,34
13474.0,130,663.79,3,2,32
13475.0,86,1431.78,3,3,33
13476.0,109,1915.77,3,3,33
13477.0,160,2821.12,4,4,44
13478.0,131,2068.03,3,3,33
13479.0,58,808.5,3,2,32
13480.0,41,627.82,2,2,22
13481.0,228,3798.84,4,4,44
13482.0,20,336.09,1,2,12
13483.0,10,140.34,1,1,11
13484.0,40,767.32,2,2,22
13485.0,162,2957.92,4,4,44
13486.0,69,1122.41,3,3,33
13487.0,49,846.87,2,3,23
13488.0,731,15513.73,4,4,44
13489.0,14,449.52,1,2,12
13490.0,8,154.25,1,1,11
13491.0,268,4566.56,4,4,44
13492.0,50,1269.84,2,3,23
13493.0,8,618.63,1,2,12
13494.0,18,316.26000000000005,1,1,11
13495.0,159,5246.61,4,4,44
13496.0,36,617.93,2,2,22
13497.0,69,1266.3300000000002,3,3,33
13498.0,17,327.38,1,2,12
13499.0,45,1146.96,2,3,23
13500.0,87,1436.3,3,3,33
13501.0,116,2840.26,3,4,34
13502.0,34,774.6,2,2,22
13503.0,210,1793.54,4,3,43
13504.0,22,295.93,2,1,21
13505.0,227,4282.88,4,4,44
13506.0,103,1609.65,3,3,33
13507.0,162,2479.16,4,4,44
13508.0,28,287.05,2,1,21
13509.0,49,1114.72,2,3,23
13510.0,302,4488.39,4,4,44
13511.0,6,244.61,1,1,11
13512.0,39,713.39,2,2,22
13513.0,42,796.99,2,2,22
13514.0,21,815.9000000000001,1,2,12
13515.0,76,1265.82,3,3,33
13516.0,61,1685.26,3,3,33
13517.0,143,2109.07,3,3,33
13518.0,38,659.44,2,2,22
13519.0,20,331.26,1,2,12
13520.0,212,6680.65,4,4,44
13521.0,436,1093.65,4,3,43
13522.0,5,125.80000000000001,1,1,11
13523.0,236,4892.02,4,4,44
13524.0,27,680.1800000000001,2,2,22
13525.0,6,628.78,1,2,12
13526.0,54,942.6,3,3,33
13527.0,459,4650.04,4,4,44
13528.0,1,-40.0,1,1,11
13529.0,15,307.76,1,1,11
13530.0,18,402.98,1,2,12
13531.0,90,1738.52,3,3,33
13532.0,66,210.31,3,1,31
13533.0,76,270.79,3,1,31
13534.0,461,7324.5,4,4,44
13535.0,1,89.5,1,1,11
13536.0,179,3448.29,4,4,44
13537.0,42,717.85,2,2,22
13538.0,144,3112.73,3,4,34
13539.0,88,1531.26,3,3,33
13540.0,32,632.39,2,2,22
13541.0,12,717.9,1,2,12
13542.0,340,3970.77,4,4,44
13543.0,47,1439.61,2,3,23
13544.0,259,820.5,4,2,42
13545.0,59,347.35,3,2,32
13546.0,153,1092.14,4,3,43
13547.0,47,175.53,2,1,21
13548.0,187,908.99,4,3,43
13549.0,60,1003.72,3,3,33
13550.0,44,349.51,2,2,22
13551.0,5,244.2,1,1,11
13552.0,227,6618.63,4,4,44
13553.0,94,517.8,3,2,32
13554.0,211,1556.39,4,3,43
13555.0,413,8906.34,4,4,44
13556.0,9,200.82,1,1,11
13557.0,183,2980.08,4,4,44
13558.0,175,605.06,4,2,42
13559.0,2,990.0,1,3,13
13560.0,33,174.37,2,1,21
13561.0,233,1820.72,4,3,43
13562.0,196,4838.18,4,4,44
13563.0,49,777.53,2,2,22
13564.0,1318,15786.720000000001,4,4,44
13565.0,60,414.8,3,2,32
13566.0,374,1708.1200000000001,4,3,43
13567.0,204,1078.59,4,3,43
13568.0,44,192.85,2,1,21
13569.0,214,893.78,4,3,43
13570.0,27,239.49,2,1,21
13571.0,676,4546.54,4,4,44
13572.0,33,1384.25,2,3,23
13573.0,89,916.47,3,3,33
13574.0,103,421.25,3,2,32
13575.0,46,732.07,2,2,22
13576.0,290,11516.15,4,4,44
13577.0,174,3346.62,4,4,44
13578.0,9,147.66,1,1,11
13579.0,92,1535.8400000000001,3,3,33
13580.0,5,107.75,1,1,11
13581.0,33,280.53000000000003,2,1,21
13582.0,11,241.68,1,1,11
13583.0,96,1445.031,3,3,33
13584.0,88,347.15,3,2,32
13585.0,40,674.46,2,2,22
13586.0,21,131.53,1,1,11
13587.0,33,1308.1,2,3,23
13588.0,180,2445.12,4,4,44
13589.0,52,1120.74,2,3,23
13590.0,415,6298.29,4,4,44
13591.0,102,2081.19,3,3,33
13592.0,16,247.95999999999998,1,1,11
13593.0,412,5475.21,4,4,44
13594.0,35,508.42,2,2,22
13595.0,152,818.22,4,2,42
13596.0,166,697.04,4,2,42
13597.0,19,372.21,1,2,12
13598.0,100,776.84,3,2,32
13599.0,442,9790.34,4,4,44
13600.0,41,518.42,2,2,22
13601.0,195,1185.14,4,3,43
13602.0,58,1025.17,3,3,33
13603.0,27,164.34,2,1,21
13604.0,23,713.39,2,2,22
13605.0,53,522.67,2,2,22
13606.0,43,280.54,2,1,21
13607.0,123,1060.6100000000001,3,3,33
13608.0,36,236.2,2,1,21
13609.0,7,167.35,1,1,11
13610.0,419,2144.13,4,3,43
13611.0,236,3281.03,4,4,44
13612.0,52,777.79,2,2,22
13613.0,59,1039.8500000000001,3,3,33
13614.0,271,2359.19,4,4,44
13615.0,376,6212.2300000000005,4,4,44
13616.0,37,288.1,2,1,21
13617.0,108,1263.8,3,3,33
13618.0,13,177.34,1,1,11
13619.0,49,231.69,2,1,21
13620.0,5,112.34,1,1,11
13621.0,19,213.85,1,1,11
13622.0,34,651.45,2,2,22
13623.0,303,2446.36,4,4,44
13624.0,24,427.18,2,2,22
13625.0,21,301.26,1,1,11
13626.0,46,689.49,2,2,22
13627.0,132,2217.55,3,4,34
13628.0,16,310.14,1,1,11
13629.0,87,13370.86,3,4,34
13630.0,80,1995.68,3,3,33
13631.0,12,3021.77,1,4,14
13632.0,224,3634.7000000000003,4,4,44
13633.0,1,-306.66,1,1,11
13634.0,478,4519.55,4,4,44
13635.0,167,2948.2200000000003,4,4,44
13636.0,64,941.62,3,3,33
13637.0,101,810.5,3,2,32
13638.0,8,122.64,1,1,11
13639.0,59,1346.27,3,3,33
13640.0,4,405.0,1,2,12
13641.0,50,921.8199999999999,2,3,23
13642.0,115,501.96999999999997,3,2,32
13643.0,107,2112.17,3,3,33
13644.0,148,2597.52,4,4,44
13645.0,5,252.1,1,1,11
13646.0,59,323.3,3,1,31
13647.0,141,3063.78,3,4,34
13648.0,113,1679.01,3,3,33
13649.0,126,1678.88,3,3,33
13650.0,184,3098.5,4,4,44
13651.0,15,208.95,1,1,11
13652.0,159,2570.85,4,4,44
13653.0,9,152.2,1,1,11
13654.0,329,6308.0,4,4,44
13655.0,123,2259.3,3,4,34
13656.0,90,1053.35,3,3,33
13657.0,16,382.14,1,2,12
13658.0,245,5772.07,4,4,44
13659.0,289,4716.63,4,4,44
13660.0,42,303.69,2,1,21
13661.0,17,325.24,1,2,12
13662.0,148,2183.13,4,4,44
13663.0,101,2013.6100000000001,3,3,33
13664.0,1,-13.14,1,1,11
13665.0,106,1711.66,3,3,33
13666.0,19,127.9,1,1,11
13667.0,87,305.02,3,1,31
13668.0,812,12749.14,4,4,44
13669.0,14,413.55,1,2,12
13670.0,25,349.7,2,2,22
13671.0,76,194.95,3,1,31
13672.0,28,162.07000000000002,2,1,21
13673.0,65,396.92,3,2,32
13674.0,16,215.88,1,1,11
13675.0,25,486.82000000000005,2,2,22
13676.0,15,153.15,1,1,11
13677.0,107,556.1899999999999,3,2,32
13678.0,16,232.6,1,1,11
13679.0,50,281.26,2,1,21
13680.0,673,9915.56,4,4,44
13681.0,57,827.83,3,2,32
13682.0,3,59.5,1,1,11
13683.0,10,258.6,1,1,11
13684.0,113,546.52,3,2,32
13685.0,39,3119.44,2,4,24
13686.0,34,409.04,2,2,22
13687.0,45,11880.84,2,4,24
13688.0,5,375.5,1,2,12
13689.0,9,1259.5,1,3,13
13690.0,9,172.25,1,1,11
13691.0,54,212.78,3,1,31
13692.0,99,3016.45,3,4,34
13693.0,112,1948.3200000000002,3,3,33
13694.0,1558,190825.52,4,4,44
13695.0,96,2770.73,3,4,34
13696.0,25,2008.6999999999998,2,3,23
13697.0,12,151.3,1,1,11
13698.0,40,465.53000000000003,2,2,22
13699.0,40,711.4000000000001,2,2,22
13700.0,247,2586.21,4,4,44
13701.0,10,159.55,1,1,11
13702.0,5,135.18,1,1,11
13703.0,73,99.5,3,1,31
13704.0,135,2295.31,3,4,34
13705.0,84,2035.33,3,3,33
13706.0,38,631.1700000000001,2,2,22
13707.0,155,3365.86,4,4,44
13708.0,51,296.88,2,1,21
13709.0,418,7512.81,4,4,44
13710.0,15,509.52,1,2,12
13711.0,103,1632.6100000000001,3,3,33
13712.0,33,766.42,2,2,22
13713.0,82,743.26,3,2,32
13714.0,30,161.35,2,1,21
13715.0,540,8438.34,4,4,44
13716.0,21,138.28,1,1,11
13717.0,127,1748.05,3,3,33
13718.0,12,306.55,1,1,11
13719.0,251,2815.25,4,4,44
13720.0,43,799.9,2,2,22
13721.0,42,741.54,2,2,22
13722.0,190,5629.16,4,4,44
13723.0,59,1209.2,3,3,33
13724.0,42,213.01,2,1,21
13725.0,118,1809.81,3,3,33
13726.0,42,1079.66,2,3,23
13727.0,85,1067.3,3,3,33
13728.0,164,2855.17,4,4,44
13729.0,44,676.4300000000001,2,2,22
13730.0,43,752.6,2,2,22
13731.0,38,610.59,2,2,22
13732.0,33,491.86,2,2,22
13733.0,30,484.53000000000003,2,2,22
13734.0,30,3451.2900000000004,2,4,24
13735.0,683,9472.81,4,4,44
13736.0,568,2715.01,4,4,44
13737.0,30,339.6,2,2,22
13738.0,92,440.93,3,2,32
13739.0,6,292.2,1,1,11
13740.0,95,1597.77,3,3,33
13741.0,35,666.33,2,2,22
13742.0,323,3102.42,4,4,44
13743.0,42,1340.15,2,3,23
13744.0,72,1156.36,3,3,33
13745.0,59,761.27,3,2,32
13746.0,9,176.69,1,1,11
13747.0,6,249.39999999999998,1,1,11
13748.0,59,2268.35,3,4,34
13749.0,2,-10.25,1,1,11
13750.0,77,3563.6,3,4,34
13751.0,9,296.25,1,1,11
13752.0,95,1590.73,3,3,33
13753.0,80,2094.57,3,3,33
13754.0,21,447.05,1,2,12
13755.0,343,2154.68,4,3,43
13756.0,350,9147.2,4,4,44
13757.0,8,195.55,1,1,11
13758.0,315,9263.14,4,4,44
13759.0,25,659.4100000000001,2,2,22
13760.0,120,1358.6399999999999,3,3,33
13761.0,122,1952.17,3,3,33
13762.0,42,2165.76,2,3,23
13763.0,53,5181.99,2,4,24
13764.0,376,2953.26,4,4,44
13765.0,17,352.821,1,2,12
13766.0,17,190.35,1,1,11
13767.0,841,35115.68,4,4,44
13768.0,43,758.07,2,2,22
13769.0,297,5766.63,4,4,44
13770.0,48,785.37,2,2,22
13771.0,217,5726.07,4,4,44
13772.0,577,3094.7200000000003,4,4,44
13773.0,19,301.54,1,1,11
13774.0,22,345.0,2,2,22
13775.0,63,1049.66,3,3,33
13776.0,8,-340.17,1,1,11
13777.0,434,56016.57,4,4,44
13778.0,45,1116.54,2,3,23
13779.0,27,161.13,2,1,21
13780.0,100,735.82,3,2,32
13781.0,58,770.88,3,2,32
13782.0,245,1785.77,4,3,43
13783.0,10,1542.09,1,3,13
13784.0,45,2897.18,2,4,24
13785.0,30,542.49,2,2,22
13786.0,126,2736.41,3,4,34
13787.0,94,1173.7,3,3,33
13788.0,1,3.75,1,1,11
13789.0,18,239.46,1,1,11
13790.0,45,348.79999999999995,2,2,22
13791.0,17,1047.68,1,3,13
13792.0,23,383.95,2,2,22
13793.0,7,96.0,1,1,11
13794.0,9,126.03,1,1,11
13795.0,29,836.3,2,2,22
13796.0,22,289.7,2,1,21
13797.0,80,1168.45,3,3,33
13798.0,914,73573.47,4,4,44
13799.0,116,2039.82,3,3,33
13800.0,73,1679.56,3,3,33
13801.0,23,324.8,2,1,21
13802.0,457,25491.56,4,4,44
13803.0,79,1319.1100000000001,3,3,33
13804.0,169,3208.52,4,4,44
13805.0,13,924.5999999999999,1,3,13
13806.0,10,256.38,1,1,11
13807.0,34,509.9,2,2,22
13808.0,76,1747.66,3,3,33
13809.0,25,679.6999999999999,2,2,22
13810.0,36,899.51,2,3,23
13811.0,14,591.75,1,2,12
13812.0,36,539.0,2,2,22
13813.0,153,2686.42,4,4,44
13814.0,81,2239.07,3,4,34
13815.0,361,7285.79,4,4,44
13816.0,33,555.04,2,2,22
13817.0,24,382.98,2,2,22
13818.0,5,61.28,1,1,11
13819.0,104,2631.1,3,4,34
13820.0,93,640.4,3,2,32
13821.0,210,1387.03,4,3,43
13822.0,96,632.0,3,2,32
13823.0,166,3358.55,4,4,44
13824.0,104,3273.36,3,4,34
13825.0,40,255.59,2,1,21
13826.0,12,174.65,1,1,11
13827.0,93,412.05,3,2,32
13828.0,15,209.49,1,1,11
13829.0,2,0.0,1,1,11
13830.0,13,135.95000000000002,1,1,11
13831.0,191,7009.18,4,4,44
13832.0,58,602.4399999999999,3,2,32
13833.0,45,701.36,2,2,22
13834.0,21,247.89000000000001,1,1,11
13835.0,73,1044.82,3,3,33
13836.0,33,602.52,2,2,22
13837.0,19,271.24,1,1,11
13838.0,472,1966.09,4,3,43
13839.0,7,139.95000000000002,1,1,11
13840.0,40,651.4,2,2,22
13841.0,1,85.0,1,1,11
13842.0,358,5604.96,4,4,44
13843.0,18,319.75,1,1,11
13844.0,20,361.62,1,2,12
13845.0,9,312.98,1,1,11
13846.0,84,1290.34,3,3,33
13847.0,19,310.72,1,1,11
13848.0,11,3335.0,1,4,14
13849.0,221,3443.8,4,4,44
13850.0,94,1586.81,3,3,33
13851.0,141,4516.76,3,4,34
13852.0,13,170.45000000000002,1,1,11
13853.0,24,1056.94,2,3,23
13854.0,187,12158.21,4,4,44
13855.0,77,1253.94,3,3,33
13856.0,62,1058.88,3,3,33
13857.0,129,997.11,3,3,33
13858.0,11,216.17000000000002,1,1,11
13859.0,36,515.86,2,2,22
13860.0,77,1240.0,3,3,33
13861.0,23,251.31,2,1,21
13862.0,163,2534.04,4,4,44
13863.0,74,1217.63,3,3,33
13864.0,1,662.4000000000001,1,2,12
13865.0,30,501.56,2,2,22
13866.0,7,145.67,1,1,11
13867.0,61,1015.29,3,3,33
13868.0,33,3192.54,2,4,24
13869.0,860,8111.57,4,4,44
13870.0,245,5689.84,4,4,44
13871.0,409,7804.95,4,4,44
13872.0,61,891.32,3,3,33
13873.0,61,1031.02,3,3,33
13874.0,73,1989.2,3,3,33
13875.0,270,4814.37,4,4,44
13876.0,7,122.7,1,1,11
13877.0,25,446.33,2,2,22
13878.0,107,2473.06,3,4,34
13879.0,25,395.5,2,2,22
13880.0,229,4391.66,4,4,44
13881.0,467,44392.5,4,4,44
13882.0,66,1131.28,3,3,33
13883.0,336,6342.74,4,4,44
13884.0,194,1852.38,4,3,43
13885.0,28,506.8,2,2,22
13886.0,16,243.56,1,1,11
13887.0,19,349.55,1,2,12
13888.0,184,2169.05,4,3,43
13889.0,90,1855.73,3,3,33
13890.0,183,2858.73,4,4,44
13891.0,100,863.56,3,3,33
13892.0,36,1267.65,2,3,23
13893.0,21,821.1,1,2,12
13894.0,30,535.97,2,2,22
13895.0,188,3923.62,4,4,44
13896.0,21,388.55,1,2,12
13897.0,59,1160.72,3,3,33
13898.0,46,686.4,2,2,22
13899.0,19,388.52,1,2,12
13900.0,96,1608.0900000000001,3,3,33
