customer_id,Frequency,Monetary,F_Score,M_Score,RFM_Score,Segment
13606.0,43,280.54,2,1,21,Low Value Customer
13607.0,123,1060.6100000000001,3,3,33,Loyal Customer
13608.0,36,236.2,2,1,21,Low Value Customer
13609.0,7,167.35,1,1,11,Low Value Customer
13610.0,419,2144.13,4,3,43,Loyal Customer
13611.0,236,3281.03,4,4,44,VIP Customer
13612.0,52,777.79,2,2,22,Low Value Customer
13613.0,59,1039.8500000000001,3,3,33,Loyal Customer
13614.0,271,2359.19,4,4,44,VIP Customer
13615.0,376,6212.2300000000005,4,4,44,VIP Customer
13616.0,37,288.1,2,1,21,Low Value Customer
13617.0,108,1263.8,3,3,33,Loyal Customer
13618.0,13,177.34,1,1,11,Low Value Customer
13619.0,49,231.69,2,1,21,Low Value Customer
13620.0,5,112.34,1,1,11,Low Value Customer
13621.0,19,213.85,1,1,11,Low Value Customer
13622.0,34,651.45,2,2,22,Low Value Customer
13623.0,303,2446.36,4,4,44,VIP Customer
13624.0,24,427.18,2,2,22,Low Value Customer
13625.0,21,301.26,1,1,11,Low Value Customer
13626.0,46,689.49,2,2,22,Low Value Customer
13627.0,132,2217.55,3,4,34,Loyal Customer
13628.0,16,310.14,1,1,11,Low Value Customer
13629.0,87,13370.86,3,4,34,Loyal Customer
13630.0,80,1995.68,3,3,33,Loyal Customer
13631.0,12,3021.77,1,4,14,Low Value Customer
13632.0,224,3634.7000000000003,4,4,44,VIP Customer
13633.0,1,-306.66,1,1,11,Low Value Customer
13634.0,478,4519.55,4,4,44,VIP Customer
13635.0,167,2948.2200000000003,4,4,44,VIP Customer
13636.0,64,941.62,3,3,33,Loyal Customer
13637.0,101,810.5,3,2,32,Regular Customer
13638.0,8,122.64,1,1,11,Low Value Customer
13639.0,59,1346.27,3,3,33,Loyal Customer
13640.0,4,405.0,1,2,12,Low Value Customer
13641.0,50,921.8199999999999,2,3,23,Regular Customer
13642.0,115,501.96999999999997,3,2,32,Regular Customer
13643.0,107,2112.17,3,3,33,Loyal Customer
13644.0,148,2597.52,4,4,44,VIP Customer
13645.0,5,252.1,1,1,11,Low Value Customer
13646.0,59,323.3,3,1,31,Low Value Customer
13647.0,141,3063.78,3,4,34,Loyal Customer
13648.0,113,1679.01,3,3,33,Loyal Customer
13649.0,126,1678.88,3,3,33,Loyal Customer
13650.0,184,3098.5,4,4,44,VIP Customer
13651.0,15,208.95,1,1,11,Low Value Customer
13652.0,159,2570.85,4,4,44,VIP Customer
13653.0,9,152.2,1,1,11,Low Value Customer
13654.0,329,6308.0,4,4,44,VIP Customer
13655.0,123,2259.3,3,4,34,Loyal Customer
13656.0,90,1053.35,3,3,33,Loyal Customer
13657.0,16,382.14,1,2,12,Low Value Customer
13658.0,245,5772.07,4,4,44,VIP Customer
13659.0,289,4716.63,4,4,44,VIP Customer
13660.0,42,303.69,2,1,21,Low Value Customer
13661.0,17,325.24,1,2,12,Low Value Customer
13662.0,148,2183.13,4,4,44,VIP Customer
13663.0,101,2013.6100000000001,3,3,33,Loyal Customer
13664.0,1,-13.14,1,1,11,Low Value Customer
13665.0,106,1711.66,3,3,33,Loyal Customer
13666.0,19,127.9,1,1,11,Low Value Customer
13667.0,87,305.02,3,1,31,Low Value Customer
13668.0,812,12749.14,4,4,44,VIP Customer
13669.0,14,413.55,1,2,12,Low Value Customer
13670.0,25,349.7,2,2,22,Low Value Customer
13671.0,76,194.95,3,1,31,Low Value Customer
13672.0,28,162.07000000000002,2,1,21,Low Value Customer
13673.0,65,396.92,3,2,32,Regular Customer
13674.0,16,215.88,1,1,11,Low Value Customer
13675.0,25,486.82000000000005,2,2,22,Low Value Customer
13676.0,15,153.15,1,1,11,Low Value Customer
13677.0,107,556.1899999999999,3,2,32,Regular Customer
13678.0,16,232.6,1,1,11,Low Value Customer
13679.0,50,281.26,2,1,21,Low Value Customer
13680.0,673,9915.56,4,4,44,VIP Customer
13681.0,57,827.83,3,2,32,Regular Customer
13682.0,3,59.5,1,1,11,Low Value Customer
13683.0,10,258.6,1,1,11,Low Value Customer
13684.0,113,546.52,3,2,32,Regular Customer
13685.0,39,3119.44,2,4,24,Regular Customer
13686.0,34,409.04,2,2,22,Low Value Customer
13687.0,45,11880.84,2,4,24,Regular Customer
13688.0,5,375.5,1,2,12,Low Value Customer
13689.0,9,1259.5,1,3,13,Low Value Customer
13690.0,9,172.25,1,1,11,Low Value Customer
13691.0,54,212.78,3,1,31,Low Value Customer
13692.0,99,3016.45,3,4,34,Loyal Customer
13693.0,112,1948.3200000000002,3,3,33,Loyal Customer
13694.0,1558,190825.52,4,4,44,VIP Customer
13695.0,96,2770.73,3,4,34,Loyal Customer
13696.0,25,2008.6999999999998,2,3,23,Regular Customer
13697.0,12,151.3,1,1,11,Low Value Customer
13698.0,40,465.53000000000003,2,2,22,Low Value Customer
13699.0,40,711.4000000000001,2,2,22,Low Value Customer
13700.0,247,2586.21,4,4,44,VIP Customer
13701.0,10,159.55,1,1,11,Low Value Customer
13702.0,5,135.18,1,1,11,Low Value Customer
13703.0,73,99.5,3,1,31,Low Value Customer
13704.0,135,2295.31,3,4,34,Loyal Customer
13705.0,84,2035.33,3,3,33,Loyal Customer
13706.0,38,631.1700000000001,2,2,22,Low Value Customer
13707.0,155,3365.86,4,4,44,VIP Customer
13708.0,51,296.88,2,1,21,Low Value Customer
13709.0,418,7512.81,4,4,44,VIP Customer
13710.0,15,509.52,1,2,12,Low Value Customer
13711.0,103,1632.6100000000001,3,3,33,Loyal Customer
13712.0,33,766.42,2,2,22,Low Value Customer
13713.0,82,743.26,3,2,32,Regular Customer
13714.0,30,161.35,2,1,21,Low Value Customer
13715.0,540,8438.34,4,4,44,VIP Customer
13716.0,21,138.28,1,1,11,Low Value Customer
13717.0,127,1748.05,3,3,33,Loyal Customer
13718.0,12,306.55,1,1,11,Low Value Customer
13719.0,251,2815.25,4,4,44,VIP Customer
13720.0,43,799.9,2,2,22,Low Value Customer
13721.0,42,741.54,2,2,22,Low Value Customer
13722.0,190,5629.16,4,4,44,VIP Customer
13723.0,59,1209.2,3,3,33,Loyal Customer
13724.0,42,213.01,2,1,21,Low Value Customer
13725.0,118,1809.81,3,3,33,Loyal Customer
13726.0,42,1079.66,2,3,23,Regular Customer
13727.0,85,1067.3,3,3,33,Loyal Customer
13728.0,164,2855.17,4,4,44,VIP Customer
13729.0,44,676.4300000000001,2,2,22,Low Value Customer
13730.0,43,752.6,2,2,22,Low Value Customer
13731.0,38,610.59,2,2,22,Low Value Customer
13732.0,33,491.86,2,2,22,Low Value Customer
13733.0,30,484.53000000000003,2,2,22,Low Value Customer
13734.0,30,3451.2900000000004,2,4,24,Regular Customer
13735.0,683,9472.81,4,4,44,VIP Customer
13736.0,568,2715.01,4,4,44,VIP Customer
13737.0,30,339.6,2,2,22,Low Value Customer
13738.0,92,440.93,3,2,32,Regular Customer
13739.0,6,292.2,1,1,11,Low Value Customer
13740.0,95,1597.77,3,3,33,Loyal Customer
13741.0,35,666.33,2,2,22,Low Value Customer
13742.0,323,3102.42,4,4,44,VIP Customer
13743.0,42,1340.15,2,3,23,Regular Customer
13744.0,72,1156.36,3,3,33,Loyal Customer
13745.0,59,761.27,3,2,32,Regular Customer
13746.0,9,176.69,1,1,11,Low Value Customer
13747.0,6,249.39999999999998,1,1,11,Low Value Customer
13748.0,59,2268.35,3,4,34,Loyal Customer
13749.0,2,-10.25,1,1,11,Low Value Customer
13750.0,77,3563.6,3,4,34,Loyal Customer
13751.0,9,296.25,1,1,11,Low Value Customer
13752.0,95,1590.73,3,3,33,Loyal Customer
13753.0,80,2094.57,3,3,33,Loyal Customer
13754.0,21,447.05,1,2,12,Low Value Customer
13755.0,343,2154.68,4,3,43,Loyal Customer
13756.0,350,9147.2,4,4,44,VIP Customer
13757.0,8,195.55,1,1,11,Low Value Customer
13758.0,315,9263.14,4,4,44,VIP Customer
13759.0,25,659.4100000000001,2,2,22,Low Value Customer
13760.0,120,1358.6399999999999,3,3,33,Loyal Customer
13761.0,122,1952.17,3,3,33,Loyal Customer
13762.0,42,2165.76,2,3,23,Regular Customer
13763.0,53,5181.99,2,4,24,Regular Customer
13764.0,376,2953.26,4,4,44,VIP Customer
13765.0,17,352.821,1,2,12,Low Value Customer
13766.0,17,190.35,1,1,11,Low Value Customer
13767.0,841,35115.68,4,4,44,VIP Customer
13768.0,43,758.07,2,2,22,Low Value Customer
13769.0,297,5766.63,4,4,44,VIP Customer
13770.0,48,785.37,2,2,22,Low Value Customer
13771.0,217,5726.07,4,4,44,VIP Customer
13772.0,577,3094.7200000000003,4,4,44,VIP Customer
13773.0,19,301.54,1,1,11,Low Value Customer
13774.0,22,345.0,2,2,22,Low Value Customer
13775.0,63,1049.66,3,3,33,Loyal Customer
13776.0,8,-340.17,1,1,11,Low Value Customer
13777.0,434,56016.57,4,4,44,VIP Customer
13778.0,45,1116.54,2,3,23,Regular Customer
13779.0,27,161.13,2,1,21,Low Value Customer
13780.0,100,735.82,3,2,32,Regular Customer
13781.0,58,770.88,3,2,32,Regular Customer
13782.0,245,1785.77,4,3,43,Loyal Customer
13783.0,10,1542.09,1,3,13,Low Value Customer
13784.0,45,2897.18,2,4,24,Regular Customer
13785.0,30,542.49,2,2,22,Low Value Customer
13786.0,126,2736.41,3,4,34,Loyal Customer
13787.0,94,1173.7,3,3,33,Loyal Customer
13788.0,1,3.75,1,1,11,Low Value Customer
13789.0,18,239.46,1,1,11,Low Value Customer
13790.0,45,348.79999999999995,2,2,22,Low Value Customer
13791.0,17,1047.68,1,3,13,Low Value Customer
13792.0,23,383.95,2,2,22,Low Value Customer
13793.0,7,96.0,1,1,11,Low Value Customer
13794.0,9,126.03,1,1,11,Low Value Customer
13795.0,29,836.3,2,2,22,Low Value Customer
13796.0,22,289.7,2,1,21,Low Value Customer
13797.0,80,1168.45,3,3,33,Loyal Customer
13798.0,914,73573.47,4,4,44,VIP Customer
13799.0,116,2039.82,3,3,33,Loyal Customer
13800.0,73,1679.56,3,3,33,Loyal Customer
13801.0,23,324.8,2,1,21,Low Value Customer
13802.0,457,25491.56,4,4,44,VIP Customer
13803.0,79,1319.1100000000001,3,3,33,Loyal Customer
13804.0,169,3208.52,4,4,44,VIP Customer
13805.0,13,924.5999999999999,1,3,13,Low Value Customer
13806.0,10,256.38,1,1,11,Low Value Customer
13807.0,34,509.9,2,2,22,Low Value Customer
13808.0,76,1747.66,3,3,33,Loyal Customer
13809.0,25,679.6999999999999,2,2,22,Low Value Customer
13810.0,36,899.51,2,3,23,Regular Customer
13811.0,14,591.75,1,2,12,Low Value Customer
13812.0,36,539.0,2,2,22,Low Value Customer
13813.0,153,2686.42,4,4,44,VIP Customer
13814.0,81,2239.07,3,4,34,Loyal Customer
13815.0,361,7285.79,4,4,44,VIP Customer
13816.0,33,555.04,2,2,22,Low Value Customer
13817.0,24,382.98,2,2,22,Low Value Customer
13818.0,5,61.28,1,1,11,Low Value Customer
13819.0,104,2631.1,3,4,34,Loyal Customer
13820.0,93,640.4,3,2,32,Regular Customer
13821.0,210,1387.03,4,3,43,Loyal Customer
13822.0,96,632.0,3,2,32,Regular Customer
13823.0,166,3358.55,4,4,44,VIP Customer
13824.0,104,3273.36,3,4,34,Loyal Customer
13825.0,40,255.59,2,1,21,Low Value Customer
13826.0,12,174.65,1,1,11,Low Value Customer
13827.0,93,412.05,3,2,32,Regular Customer
13828.0,15,209.49,1,1,11,Low Value Customer
13829.0,2,0.0,1,1,11,Low Value Customer
13830.0,13,135.95000000000002,1,1,11,Low Value Customer
13831.0,191,7009.18,4,4,44,VIP Customer
13832.0,58,602.4399999999999,3,2,32,Regular Customer
13833.0,45,701.36,2,2,22,Low Value Customer
13834.0,21,247.89000000000001,1,1,11,Low Value Customer
13835.0,73,1044.82,3,3,33,Loyal Customer
13836.0,33,602.52,2,2,22,Low Value Customer
13837.0,19,271.24,1,1,11,Low Value Customer
13838.0,472,1966.09,4,3,43,Loyal Customer
13839.0,7,139.95000000000002,1,1,11,Low Value Customer
13840.0,40,651.4,2,2,22,Low Value Customer
13841.0,1,85.0,1,1,11,Low Value Customer
13842.0,358,5604.96,4,4,44,VIP Customer
13843.0,18,319.75,1,1,11,Low Value Customer
13844.0,20,361.62,1,2,12,Low Value Customer
13845.0,9,312.98,1,1,11,Low Value Customer
13846.0,84,1290.34,3,3,33,Loyal Customer
13847.0,19,310.72,1,1,11,Low Value Customer
13848.0,11,3335.0,1,4,14,Low Value Customer
13849.0,221,3443.8,4,4,44,VIP Customer
13850.0,94,1586.81,3,3,33,Loyal Customer
13851.0,141,4516.76,3,4,34,Loyal Customer
13852.0,13,170.45000000000002,1,1,11,Low Value Customer
13853.0,24,1056.94,2,3,23,Regular Customer
13854.0,187,12158.21,4,4,44,VIP Customer
13855.0,77,1253.94,3,3,33,Loyal Customer
13856.0,62,1058.88,3,3,33,Loyal Customer
13857.0,129,997.11,3,3,33,Loyal Customer
13858.0,11,216.17000000000002,1,1,11,Low Value Customer
13859.0,36,515.86,2,2,22,Low Value Customer
13860.0,77,1240.0,3,3,33,Loyal Customer
13861.0,23,251.31,2,1,21,Low Value Customer
13862.0,163,2534.04,4,4,44,VIP Customer
13863.0,74,1217.63,3,3,33,Loyal Customer
13864.0,1,662.4000000000001,1,2,12,Low Value Customer
13865.0,30,501.56,2,2,22,Low Value Customer
13866.0,7,145.67,1,1,11,Low Value Customer
13867.0,61,1015.29,3,3,33,Loyal Customer
13868.0,33,3192.54,2,4,24,Regular Customer
13869.0,860,8111.57,4,4,44,VIP Customer
13870.0,245,5689.84,4,4,44,VIP Customer
13871.0,409,7804.95,4,4,44,VIP Customer
13872.0,61,891.32,3,3,33,Loyal Customer
13873.0,61,1031.02,3,3,33,Loyal Customer
13874.0,73,1989.2,3,3,33,Loyal Customer
13875.0,270,4814.37,4,4,44,VIP Customer
13876.0,7,122.7,1,1,11,Low Value Customer
13877.0,25,446.33,2,2,22,Low Value Customer
13878.0,107,2473.06,3,4,34,Loyal Customer
13879.0,25,395.5,2,2,22,Low Value Customer
13880.0,229,4391.66,4,4,44,VIP Customer
13881.0,467,44392.5,4,4,44,VIP Customer
13882.0,66,1131.28,3,3,33,Loyal Customer
13883.0,336,6342.74,4,4,44,VIP Customer
13884.0,194,1852.38,4,3,43,Loyal Customer
13885.0,28,506.8,2,2,22,Low Value Customer
13886.0,16,243.56,1,1,11,Low Value Customer
13887.0,19,349.55,1,2,12,Low Value Customer
13888.0,184,2169.05,4,3,43,Loyal Customer
13889.0,90,1855.73,3,3,33,Loyal Customer
13890.0,183,2858.73,4,4,44,VIP Customer
13891.0,100,863.56,3,3,33,Loyal Customer
13892.0,36,1267.65,2,3,23,Regular Customer
13893.0,21,821.1,1,2,12,Low Value Customer
13894.0,30,535.97,2,2,22,Low Value Customer
13895.0,188,3923.62,4,4,44,VIP Customer
13896.0,21,388.55,1,2,12,Low Value Customer
13897.0,59,1160.72,3,3,33,Loyal Customer
13898.0,46,686.4,2,2,22,Low Value Customer
13899.0,19,388.52,1,2,12,Low Value Customer
13900.0,96,1608.0900000000001,3,3,33,Loyal Customer
13901.0,318,5599.34,4,4,44,VIP Customer
13902.0,67,30411.26,3,4,34,Loyal Customer
13903.0,10,165.45000000000002,1,1,11,Low Value Customer
13904.0,26,332.64,2,2,22,Low Value Customer
13905.0,15,244.45,1,1,11,Low Value Customer
13906.0,1,42.0,1,1,11,Low Value Customer
13907.0,4,136.8,1,1,11,Low Value Customer
13908.0,126,2347.05,3,4,34,Loyal Customer
13909.0,39,286.6,2,1,21,Low Value Customer
13910.0,1,-127.66,1,1,11,Low Value Customer
13911.0,242,4200.04,4,4,44,VIP Customer
13912.0,7,124.95,1,1,11,Low Value Customer
13913.0,3,42.22,1,1,11,Low Value Customer
13914.0,34,613.95,2,2,22,Low Value Customer
13915.0,4,31.200000000000003,1,1,11,Low Value Customer
13916.0,75,1260.51,3,3,33,Loyal Customer
13917.0,18,272.04,1,1,11,Low Value Customer
13918.0,30,1212.8400000000001,2,3,23,Regular Customer
13919.0,82,1326.03,3,3,33,Loyal Customer
13920.0,88,1734.8799999999999,3,3,33,Loyal Customer
13921.0,45,720.75,2,2,22,Low Value Customer
13922.0,33,824.7,2,2,22,Low Value Customer
13923.0,20,351.13,1,2,12,Low Value Customer
13924.0,137,1682.08,3,3,33,Loyal Customer
13925.0,45,616.65,2,2,22,Low Value Customer
13926.0,11,223.85000000000002,1,1,11,Low Value Customer
13927.0,44,689.96,2,2,22,Low Value Customer
13928.0,27,464.57,2,2,22,Low Value Customer
13929.0,60,3318.1,3,4,34,Loyal Customer
13930.0,17,337.34,1,2,12,Low Value Customer
13931.0,272,5250.78,4,4,44,VIP Customer
13932.0,16,307.4,1,1,11,Low Value Customer
13933.0,23,608.79,2,2,22,Low Value Customer
13934.0,31,922.1,2,3,23,Regular Customer
13935.0,80,6116.92,3,4,34,Loyal Customer
13936.0,60,924.36,3,3,33,Loyal Customer
13937.0,55,867.38,3,3,33,Loyal Customer
13938.0,7,71.66,1,1,11,Low Value Customer
13939.0,113,1533.66,3,3,33,Loyal Customer
13940.0,49,839.14,2,2,22,Low Value Customer
13941.0,108,10846.15,3,4,34,Loyal Customer
13942.0,1,320.0,1,1,11,Low Value Customer
13943.0,15,246.54000000000002,1,1,11,Low Value Customer
13944.0,35,200.43,2,1,21,Low Value Customer
13945.0,51,854.1500000000001,2,3,23,Regular Customer
13946.0,57,1745.43,3,3,33,Loyal Customer
13947.0,5,90.60000000000001,1,1,11,Low Value Customer
13948.0,25,536.86,2,2,22,Low Value Customer
13949.0,160,2427.32,4,4,44,VIP Customer
13950.0,36,728.5600000000001,2,2,22,Low Value Customer
13951.0,39,674.45,2,2,22,Low Value Customer
13952.0,413,12790.891,4,4,44,VIP Customer
13953.0,25,6640.68,2,4,24,Regular Customer
13954.0,30,378.59,2,2,22,Low Value Customer
13955.0,87,545.17,3,2,32,Regular Customer
13956.0,152,1026.42,4,3,43,Loyal Customer
13957.0,27,458.25,2,2,22,Low Value Customer
13958.0,250,4402.33,4,4,44,VIP Customer
13959.0,163,1076.18,4,3,43,Loyal Customer
13960.0,12,230.22,1,1,11,Low Value Customer
13961.0,21,498.70000000000005,1,2,12,Low Value Customer
13962.0,23,362.8,2,2,22,Low Value Customer
13963.0,176,2899.62,4,4,44,VIP Customer
13964.0,25,421.9,2,2,22,Low Value Customer
13965.0,28,777.6600000000001,2,2,22,Low Value Customer
13966.0,22,390.86,2,2,22,Low Value Customer
13967.0,6,166.3,1,1,11,Low Value Customer
13968.0,8,123.66,1,1,11,Low Value Customer
13969.0,1115,13212.77,4,4,44,VIP Customer
13970.0,13,846.55,1,3,13,Low Value Customer
13971.0,265,4593.83,4,4,44,VIP Customer
13972.0,15,190.25,1,1,11,Low Value Customer
13973.0,11,264.7,1,1,11,Low Value Customer
13974.0,45,663.52,2,2,22,Low Value Customer
13975.0,755,5327.29,4,4,44,VIP Customer
13976.0,56,1192.3600000000001,3,3,33,Loyal Customer
13977.0,13,519.8100000000001,1,2,12,Low Value Customer
13978.0,15,196.79,1,1,11,Low Value Customer
13979.0,412,3326.83,4,4,44,VIP Customer
13980.0,69,753.12,3,2,32,Regular Customer
13981.0,23,327.39,2,2,22,Low Value Customer
13982.0,265,4418.79,4,4,44,VIP Customer
13983.0,359,6993.41,4,4,44,VIP Customer
13984.0,94,1616.12,3,3,33,Loyal Customer
13985.0,485,9982.31,4,4,44,VIP Customer
13986.0,13,320.46,1,1,11,Low Value Customer
13987.0,46,682.54,2,2,22,Low Value Customer
13988.0,300,4708.64,4,4,44,VIP Customer
13989.0,86,2026.06,3,3,33,Loyal Customer
13990.0,16,311.3,1,1,11,Low Value Customer
13991.0,86,850.63,3,3,33,Loyal Customer
13992.0,11,219.5,1,1,11,Low Value Customer
13993.0,267,6690.360000000001,4,4,44,VIP Customer
13994.0,155,2313.14,4,4,44,VIP Customer
13995.0,238,3836.26,4,4,44,VIP Customer
13996.0,33,895.76,2,3,23,Regular Customer
13997.0,46,382.31,2,2,22,Low Value Customer
13998.0,31,566.7,2,2,22,Low Value Customer
13999.0,475,9438.01,4,4,44,VIP Customer
14000.0,52,1877.59,2,3,23,Regular Customer
14001.0,113,4517.34,3,4,34,Loyal Customer
14002.0,47,529.73,2,2,22,Low Value Customer
14003.0,16,209.41,1,1,11,Low Value Customer
14004.0,241,6258.45,4,4,44,VIP Customer
14005.0,84,2874.72,3,4,34,Loyal Customer
14006.0,77,2196.67,3,4,34,Loyal Customer
14007.0,5,79.48,1,1,11,Low Value Customer
14008.0,33,493.74,2,2,22,Low Value Customer
14009.0,76,1090.23,3,3,33,Loyal Customer
14010.0,28,288.1,2,1,21,Low Value Customer
14011.0,33,451.92,2,2,22,Low Value Customer
14012.0,11,328.8,1,2,12,Low Value Customer
14013.0,72,1006.22,3,3,33,Loyal Customer
14014.0,76,1948.21,3,3,33,Loyal Customer
14015.0,20,917.34,1,3,13,Low Value Customer
14016.0,450,11379.710000000001,4,4,44,VIP Customer
14017.0,14,229.75,1,1,11,Low Value Customer
14018.0,13,367.15,1,2,12,Low Value Customer
14019.0,68,1398.96,3,3,33,Loyal Customer
14020.0,76,1213.26,3,3,33,Loyal Customer
14021.0,90,1716.58,3,3,33,Loyal Customer
14022.0,47,792.15,2,2,22,Low Value Customer
14023.0,31,584.07,2,2,22,Low Value Customer
14024.0,34,645.74,2,2,22,Low Value Customer
14025.0,102,3969.1,3,4,34,Loyal Customer
14026.0,50,713.11,2,2,22,Low Value Customer
14027.0,6,104.82,1,1,11,Low Value Customer
14028.0,13,3175.5,1,4,14,Low Value Customer
14029.0,15,467.66,1,2,12,Low Value Customer
14030.0,870,8145.59,4,4,44,VIP Customer
14031.0,805,38025.97,4,4,44,VIP Customer
14032.0,255,4786.07,4,4,44,VIP Customer
14033.0,1,109.44,1,1,11,Low Value Customer
14034.0,92,512.02,3,2,32,Regular Customer
14035.0,154,2852.47,4,4,44,VIP Customer
14036.0,38,626.65,2,2,22,Low Value Customer
14037.0,115,755.95,3,2,32,Regular Customer
14038.0,168,3000.93,4,4,44,VIP Customer
14039.0,10,267.28000000000003,1,1,11,Low Value Customer
14040.0,808,12457.84,4,4,44,VIP Customer
14041.0,21,141.41,1,1,11,Low Value Customer
14042.0,21,431.98,1,2,12,Low Value Customer
14043.0,43,301.3,2,1,21,Low Value Customer
14044.0,852,3106.15,4,4,44,VIP Customer
14045.0,43,9660.63,2,4,24,Regular Customer
14046.0,14,154.99,1,1,11,Low Value Customer
14047.0,171,4158.7300000000005,4,4,44,VIP Customer
14048.0,144,713.89,3,2,32,Regular Customer
14049.0,1107,13064.03,4,4,44,VIP Customer
14050.0,54,746.36,3,2,32,Regular Customer
14051.0,344,22104.5,4,4,44,VIP Customer
14052.0,125,480.81,3,2,32,Regular Customer
14053.0,9,572.3,1,2,12,Low Value Customer
14054.0,6,92.46000000000001,1,1,11,Low Value Customer
14055.0,33,1520.96,2,3,23,Regular Customer
14056.0,1128,8124.4,4,4,44,VIP Customer
14057.0,461,8338.28,4,4,44,VIP Customer
14058.0,24,469.19,2,2,22,Low Value Customer
14059.0,8,183.6,1,1,11,Low Value Customer
14060.0,272,9503.14,4,4,44,VIP Customer
14061.0,19,917.4300000000001,1,3,13,Low Value Customer
14062.0,348,25434.83,4,4,44,VIP Customer
14063.0,44,-3767.1999999999994,2,1,21,Low Value Customer
14064.0,252,3039.75,4,4,44,VIP Customer
14065.0,50,889.37,2,3,23,Regular Customer
14066.0,7,152.55,1,1,11,Low Value Customer
14067.0,52,374.7,2,2,22,Low Value Customer
14068.0,112,1504.97,3,3,33,Loyal Customer
14069.0,42,230.06,2,1,21,Low Value Customer
14070.0,42,326.55,2,2,22,Low Value Customer
14071.0,333,1307.41,4,3,43,Loyal Customer
14072.0,19,390.85,1,2,12,Low Value Customer
14073.0,14,139.54,1,1,11,Low Value Customer
14074.0,6,219.4,1,1,11,Low Value Customer
14075.0,81,1734.87,3,3,33,Loyal Customer
14076.0,46,122.47,2,1,21,Low Value Customer
14077.0,56,615.08,3,2,32,Regular Customer
14078.0,163,1692.6299999999999,4,3,43,Loyal Customer
14079.0,13,618.73,1,2,12,Low Value Customer
14080.0,84,1075.73,3,3,33,Loyal Customer
14081.0,951,5250.05,4,4,44,VIP Customer
14082.0,65,413.36,3,2,32,Regular Customer
14083.0,255,1407.26,4,3,43,Loyal Customer
14084.0,7,150.5,1,1,11,Low Value Customer
14085.0,1069,10092.22,4,4,44,VIP Customer
14086.0,1,39.95,1,1,11,Low Value Customer
14087.0,223,803.47,4,2,42,Low Value Customer
14088.0,686,62400.02,4,4,44,VIP Customer
14089.0,14,161.0,1,1,11,Low Value Customer
14090.0,1,76.32000000000001,1,1,11,Low Value Customer
14091.0,13,9530.08,1,4,14,Low Value Customer
14092.0,377,7209.74,4,4,44,VIP Customer
14093.0,105,442.85,3,2,32,Regular Customer
14094.0,48,334.27,2,2,22,Low Value Customer
14095.0,1,2.95,1,1,11,Low Value Customer
14096.0,5128,57120.909999999996,4,4,44,VIP Customer
14097.0,40,422.86,2,2,22,Low Value Customer
14098.0,21,147.35,1,1,11,Low Value Customer
14099.0,530,5700.51,4,4,44,VIP Customer
14100.0,26,194.9,2,1,21,Low Value Customer
14101.0,91,9942.13,3,4,34,Loyal Customer
14102.0,84,1314.73,3,3,33,Loyal Customer
14103.0,1,0.0,1,1,11,Low Value Customer
14104.0,143,771.58,3,2,32,Regular Customer
14105.0,293,5703.9800000000005,4,4,44,VIP Customer
14106.0,1,214.8,1,1,11,Low Value Customer
14107.0,239,4853.7,4,4,44,VIP Customer
14108.0,55,1041.21,3,3,33,Loyal Customer
14109.0,14,80.2,1,1,11,Low Value Customer
14110.0,403,12957.6,4,4,44,VIP Customer
14111.0,11,688.6,1,2,12,Low Value Customer
14112.0,358,5524.51,4,4,44,VIP Customer
14113.0,145,6156.75,4,4,44,VIP Customer
14114.0,74,1364.09,3,3,33,Loyal Customer
14115.0,22,622.67,2,2,22,Low Value Customer
14116.0,72,1382.74,3,3,33,Loyal Customer
14117.0,3,90.0,1,1,11,Low Value Customer
14118.0,15,458.45,1,2,12,Low Value Customer
14119.0,12,163.47,1,1,11,Low Value Customer
14120.0,1,-23.8,1,1,11,Low Value Customer
14121.0,161,2740.3,4,4,44,VIP Customer
14122.0,16,309.77,1,1,11,Low Value Customer
14123.0,24,436.18,2,2,22,Low Value Customer
14124.0,5,419.58,1,2,12,Low Value Customer
14125.0,167,2740.43,4,4,44,VIP Customer
14126.0,44,1109.96,2,3,23,Regular Customer
14127.0,117,1900.0800000000002,3,3,33,Loyal Customer
14128.0,66,909.36,3,3,33,Loyal Customer
14129.0,109,2591.34,3,4,34,Loyal Customer
14130.0,224,1882.67,4,3,43,Loyal Customer
14131.0,52,187.87,2,1,21,Low Value Customer
14132.0,201,3580.13,4,4,44,VIP Customer
14133.0,38,895.84,2,3,23,Regular Customer
14134.0,180,11123.35,4,4,44,VIP Customer
14135.0,257,9605.05,4,4,44,VIP Customer
14136.0,108,1553.96,3,3,33,Loyal Customer
14137.0,14,294.09999999999997,1,1,11,Low Value Customer
14138.0,47,982.38,2,3,23,Regular Customer
14139.0,69,1086.8,3,3,33,Loyal Customer
14140.0,67,920.05,3,3,33,Loyal Customer
14141.0,46,879.0300000000001,2,3,23,Regular Customer
14142.0,70,967.75,3,3,33,Loyal Customer
14143.0,7,115.8,1,1,11,Low Value Customer
14144.0,1,30.6,1,1,11,Low Value Customer
14145.0,26,7006.05,2,4,24,Regular Customer
14146.0,491,8208.87,4,4,44,VIP Customer
14147.0,33,2019.3,2,3,23,Regular Customer
14148.0,17,466.29,1,2,12,Low Value Customer
14149.0,40,259.43,2,1,21,Low Value Customer
